year,state_code,state_name,district_name,dist_code,court_no,court_name
2012,"16","West Bengal","Howrah","11","10","Additinal Chief Judicial Magistrate Uluberia"
2012,"16","West Bengal","Howrah","11","11","Civil Judge Senior Division Uluberia"
2012,"16","West Bengal","Howrah","11","12","Civil Judge Junior Division Uluberia"
2012,"16","West Bengal","Howrah","11","13","Railway Magistrate"
2012,"16","West Bengal","Murshidabad","12","02","District and Session Judge,Murshidabad"
2012,"16","West Bengal","Murshidabad","12","03","Civil Judge Senior Division"
2012,"16","West Bengal","Murshidabad","12","04","Civil Judge Junior Division"
2012,"16","West Bengal","Murshidabad","12","05","Cheif Judicial Magistrate,Murshidabad"
2012,"16","West Bengal","Murshidabad","12","06","Addl District and Session Judge"
2012,"16","West Bengal","Murshidabad","12","07","Addl Chief Judicial Magistrate"
2012,"16","West Bengal","Murshidabad","12","08","Additional District and Session Judge"
2012,"16","West Bengal","Murshidabad","12","09","Civil Judge Senior Division"
2012,"16","West Bengal","Murshidabad","12","10","Civil Judge Junior Division"
2012,"16","West Bengal","Murshidabad","12","11","Additional District and Sessions Judge, Kandi, MSD"
2012,"16","West Bengal","Murshidabad","12","12","Civil Judge Sr. Divsion"
2012,"16","West Bengal","Murshidabad","12","13","Civil Judge Jr Division"
2012,"16","West Bengal","Murshidabad","12","14","Addl. Cheif Judicial Magistrate"
2012,"16","West Bengal","Murshidabad","12","15","Additional District and sessions Judge"
2012,"16","West Bengal","Murshidabad","12","16","Civil Judge Junior Division"
2012,"16","West Bengal","Murshidabad","12","17","Civil Judge Senior Division"
2012,"16","West Bengal","Murshidabad","12","18","Additional Chief Judicial Magistrate"
2012,"16","West Bengal","South Dinajpur","13","02","DJ and ADJ Courts at Balurghat"
2012,"16","West Bengal","South Dinajpur","13","03","CJM , JM1 and JM2 Courts at Balurghat"
2012,"16","West Bengal","South Dinajpur","13","04","Civil Judge Sr. Div Court at Balurghat"
2012,"16","West Bengal","South Dinajpur","13","05","Civil Judge Jr. Div Court at Balurghat"
2012,"16","West Bengal","South Dinajpur","13","06","ADJ Court Buniadpur"
2012,"16","West Bengal","South Dinajpur","13","07","ACJM and JM Court Buniadpur"
2012,"16","West Bengal","South Dinajpur","13","08","Civil Judge Jr. Div Court Buniadpur"
2012,"16","West Bengal","North  Twenty Four Parganas","14","02","Bidhannagar"
2012,"16","West Bengal","North  Twenty Four Parganas","14","03","Barasat District Judge"
2012,"16","West Bengal","North  Twenty Four Parganas","14","04","Barasat Chief Judicial Magistrate"
2012,"16","West Bengal","North  Twenty Four Parganas","14","05","Barasat Civil Judge Sr. Div"
2012,"16","West Bengal","North  Twenty Four Parganas","14","06","Barasat Civil Judge Jr. Div"
2012,"16","West Bengal","North  Twenty Four Parganas","14","07","basirhat ADJ"
2012,"16","West Bengal","North  Twenty Four Parganas","14","08","basirhat ACJM"
2012,"16","West Bengal","North  Twenty Four Parganas","14","09","basirhat CJSD"
2012,"16","West Bengal","North  Twenty Four Parganas","14","10","basirhat CJJD"
2012,"16","West Bengal","North  Twenty Four Parganas","14","11","Barrackpore Addl. Chief Judicial Magistrate"
2012,"16","West Bengal","North  Twenty Four Parganas","14","12","Barrackpore Civil Judge Junior Division"
2012,"16","West Bengal","North  Twenty Four Parganas","14","13","Barrackpore Addl. District & Sessions Judge"
2012,"16","West Bengal","North  Twenty Four Parganas","14","14","ADJ Bongaon"
2012,"16","West Bengal","North  Twenty Four Parganas","14","15","Addl. Chief Judicial Magistrate, Bongaon"
2012,"16","West Bengal","North  Twenty Four Parganas","14","16","Civil Judge Senior Division Bongaon"
2012,"16","West Bengal","North  Twenty Four Parganas","14","17","Civil Judge Junior Division Bongaon"
2012,"16","West Bengal","North  Twenty Four Parganas","14","18","North 24 Pgs JJB"
2012,"16","West Bengal","North  Twenty Four Parganas","14","19","Bidhannagar CJJD"
2012,"16","West Bengal","Darjeeling","17","02","District and Sessions Judge Court"
2012,"16","West Bengal","Darjeeling","17","03","Chief Judicial Magistrate"
2012,"16","West Bengal","Darjeeling","17","04","Civil Judge (Sr. Div.)"
2012,"16","West Bengal","Darjeeling","17","06","Additional District  Sessions Judge 1 st Court"
2012,"16","West Bengal","Darjeeling","17","07","Special Court under N.D.P.S. Act"
2012,"16","West Bengal","Darjeeling","17","08","Additional Chief Judicial Magistrate"
2012,"16","West Bengal","Darjeeling","17","09","Civil Judge (Sr. Div)"
2012,"16","West Bengal","Darjeeling","17","10","Civil Judge (Jr. Div)"
2012,"16","West Bengal","Darjeeling","17","15","Judicial Magistrate"
2012,"16","West Bengal","Darjeeling","17","16","Civil Judge ( Jr. Div )"
2012,"16","West Bengal","Darjeeling","17","17","Judicial Magistrate (1st Class)"
2012,"16","West Bengal","Darjeeling","17","18","Additional District and Sessions Judge"
2012,"16","West Bengal","Darjeeling","17","19","Additional Chief Judicial Magistrate"
2012,"16","West Bengal","Darjeeling","17","20","Civil Judge( Jr. Div)"
2012,"16","West Bengal","Darjeeling","17","22","Judicial Magistrate"
2012,"16","West Bengal","Purba Bardhaman","18","02","District and Sessions Judge"
2012,"16","West Bengal","Purba Bardhaman","18","03","CHIEF JUDICIAL MAGISTRATE"
2012,"16","West Bengal","Purba Bardhaman","18","04","CIVIL JUDGE (SR. DIVN.), BURDWAN"
2012,"16","West Bengal","Purba Bardhaman","18","05","Civil Judge Jr Division"
2012,"16","West Bengal","Purba Bardhaman","18","10","burkaladjdb"
2012,"16","West Bengal","Purba Bardhaman","18","11","burkalacjmdb"
2012,"16","West Bengal","Purba Bardhaman","18","12","burkalcjsddb"
2012,"16","West Bengal","Purba Bardhaman","18","13","burkalcjjddb"
2012,"16","West Bengal","Purba Bardhaman","18","18","Additional district and Sessions Judge"
2012,"16","West Bengal","Purba Bardhaman","18","19","Additional Chief Judicial Magistrate"
2012,"16","West Bengal","Purba Bardhaman","18","20","Civil Judge Senior Division"
2012,"16","West Bengal","Purba Bardhaman","18","21","Civil Judge Junior Division"
2012,"16","West Bengal","Bankura","19","01","District and Sessions Judge ,Bankura"
2012,"16","West Bengal","Bankura","19","02","Chief Judicial Magistrate"
2012,"16","West Bengal","Bankura","19","03","Civil Judge Sr Division"
2012,"16","West Bengal","Bankura","19","04","Civil Judge Jr. Divn. 1st Court Bankura."
2012,"16","West Bengal","Bankura","19","05","Addl. District Judge, Khatra"
2012,"16","West Bengal","Bankura","19","06","Addl. Chief Judicial Magistrate,Khatra"
2012,"16","West Bengal","Bankura","19","07","Civil Judge Sr. Division,Khatra"
2012,"16","West Bengal","Bankura","19","08","Civil Judge Jr. Division,Khatra"
2012,"16","West Bengal","Bankura","19","09","Addl. District Judge, Bishnupur"
2012,"16","West Bengal","Bankura","19","10","Additional Chief Judicial Magistrate, Bishnupur"
2012,"16","West Bengal","Bankura","19","11","Civil Judge Sr. Division Bishnupur"
2012,"16","West Bengal","Bankura","19","12","Civil Judge Jr. Division, Bishnupur"
2012,"16","West Bengal","South Twenty Four Parganas","20","01","District and Sessions Judge Alipur"
2012,"16","West Bengal","South Twenty Four Parganas","20","02","Civil Judge Senior Division Alipur"
2012,"16","West Bengal","South Twenty Four Parganas","20","03","Civil Judge Junior Division Alipur"
2012,"16","West Bengal","South Twenty Four Parganas","20","04","Sealdah Railway Magistrate Court"
2012,"16","West Bengal","South Twenty Four Parganas","20","05","Additional District Judge Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","06","Chief Judicial Magistrate Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","07","Additional District Judge Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","08","Additional Chief Judicial Magistrate Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","09","Civil Judge Senior Division Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","10","Civil Judge Junior Division Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","11","Additional District and Sessions Judge"
2012,"16","West Bengal","South Twenty Four Parganas","20","12","Additional Chief Judicial Magistrate"
2012,"16","West Bengal","South Twenty Four Parganas","20","13","Civil Judge Senior Division"
2012,"16","West Bengal","South Twenty Four Parganas","20","14","Civil Judge Junior Division"
2012,"16","West Bengal","South Twenty Four Parganas","20","15","Additional Chief Judicial Magistrate Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","16","Additional District Judge Estd."
2012,"16","West Bengal","South Twenty Four Parganas","20","17","Civil Judge Senior Div. Estd."
2012,"16","West Bengal","South Twenty Four Parganas","20","18","Civil Judge Junior Div. Estd."
2012,"16","West Bengal","South Twenty Four Parganas","20","19","Additional District Judge Establishment"
2012,"16","West Bengal","South Twenty Four Parganas","20","20","Additional Chief Judicial Magistrate"
2012,"16","West Bengal","South Twenty Four Parganas","20","21","Civil Judge Junior Division"
2012,"16","West Bengal","South Twenty Four Parganas","20","22","24 Parganas 1st Special Court Alipur"
2012,"16","West Bengal","North Dinajpur","21","01","District and Sessions Judge Raiganj"
2012,"16","West Bengal","North Dinajpur","21","02","Civil Judge Senior Division Raiganj"
2012,"16","West Bengal","North Dinajpur","21","03","Civil Judge Junior Division Raiganj"
2012,"16","West Bengal","North Dinajpur","21","04","Chief Judicial Magistrate Raiganj"
2012,"16","West Bengal","North Dinajpur","21","05","Additional District Judge Islampur"
2012,"16","West Bengal","North Dinajpur","21","06","Judicial Magistrate"
2012,"16","West Bengal","North Dinajpur","21","07","Civil Judge Senior division Islampur"
2012,"16","West Bengal","North Dinajpur","21","08","Civil Judge Junior division Islampur"
2012,"16","West Bengal","Nadia","22","01","Addl.District Judge, Kalyani"
2012,"16","West Bengal","Nadia","22","02","Addl. Chief Judicial Magistrate"
2012,"16","West Bengal","Nadia","22","03","Civil Judge Sr. Div"
2012,"16","West Bengal","Nadia","22","04","Civil Judge Jr. Div"
2012,"16","West Bengal","Nadia","22","05","District and Sessions Judge"
2012,"16","West Bengal","Nadia","22","06","Chief Judicial Magistrate"
2012,"16","West Bengal","Nadia","22","07","Civil Judge Senior Division"
2012,"16","West Bengal","Nadia","22","08","Civil Judge Junior Division"
2012,"16","West Bengal","Nadia","22","10","Judicial Magistrate"
2012,"16","West Bengal","Nadia","22","11","Civil Judge"
2012,"16","West Bengal","Nadia","22","12","tehadjdb"
2012,"16","West Bengal","Nadia","22","13","tehacjmdb"
2012,"16","West Bengal","Nadia","22","14","tehcjjddb"
2012,"16","West Bengal","Nadia","22","15","Addl.District Judge,FTC"
2012,"16","West Bengal","Nadia","22","16","Addl. District and Sessions Judge Ranaghat"
2012,"16","West Bengal","Nadia","22","17","Fast Track Court addl. District and Sessions judge"
2012,"16","West Bengal","Nadia","22","18","Addl. Chief Judicial Magistrate ranaghat"
2012,"16","West Bengal","Nadia","22","19","civil judge junior division 1 ranaghat"
2012,"16","West Bengal","Nadia","22","20","civil judge junior division 2 ranaghat"
2012,"16","West Bengal","Nadia","22","21","civil judge Sr Divn Ranaghat."
2012,"16","West Bengal","Nadia","22","22","tehcjsddb"
2012,"16","West Bengal","kalimpong","23","02","Civil Judge(Jr. Div) cum Judicial Magistrate"
2012,"16","West Bengal","kalimpong","23","03","Civil Judge(Sr. Div) cum Additional Chief Judicial"
2012,"16","West Bengal","kalimpong","23","04","District and sessions Judge court"
2012,"16","West Bengal","kalimpong","23","05","Judicial Magistrate"
2012,"16","West Bengal","Paschim Bardhaman","24","01","Additional Chief Judicial magistrate"
2012,"16","West Bengal","Paschim Bardhaman","24","02","Additional District And Session Judge"
2012,"16","West Bengal","Paschim Bardhaman","24","03","Chief Judicial Magistrate"
2012,"16","West Bengal","Paschim Bardhaman","24","04","civil judge jr. div"
2012,"16","West Bengal","Paschim Bardhaman","24","05","civil judge senior division"
2012,"16","West Bengal","Paschim Bardhaman","24","06","civil judge junior division"
2012,"16","West Bengal","Paschim Bardhaman","24","07","civil judge senior division"
2012,"16","West Bengal","Paschim Bardhaman","24","08","District and Sessions Judge Court Asansol"
2012,"16","West Bengal","Jhargram","25","01","dj"
2012,"16","West Bengal","Jhargram","25","02","cjm"
2012,"16","West Bengal","Jhargram","25","03","cjjd"
2012,"16","West Bengal","Jhargram","25","04","cjsd"
2012,"17","Gujarat","GANDHINAGAR","11","01","Gandhinagar District"
2012,"17","Gujarat","GANDHINAGAR","11","02","Gandhinagar Civil Court"
2012,"17","Gujarat","GANDHINAGAR","11","03","Dehgam Taluka Court"
2012,"17","Gujarat","GANDHINAGAR","11","04","Mansa Taluka Court"
2012,"17","Gujarat","GANDHINAGAR","11","05","Kalol Taluka Court"
2012,"17","Gujarat","GANDHINAGAR","11","06","Labour Court Kalol"
2012,"17","Gujarat","GANDHINAGAR","11","07","Kalol Additional District Court"
2012,"17","Gujarat","GANDHINAGAR","11","08","Family Court Gandhinagar"
2012,"17","Gujarat","Ahmedabad","13","01","AHMEDABAD DISTRICT COURT"
2012,"17","Gujarat","Ahmedabad","13","03","ahmedabad_small Court"
2012,"17","Gujarat","Ahmedabad","13","04","FAMILY COURT, AHMEDBAD"
2012,"17","Gujarat","Ahmedabad","13","05","AHMEDABAD CIVIL COURT"
2012,"17","Gujarat","Ahmedabad","13","07","CIVIL COURT, DHOLKA"
2012,"17","Gujarat","Ahmedabad","13","08","CIVIL COURT DHANDHUKA"
2012,"17","Gujarat","Ahmedabad","13","09","CIVIL COURT, SANAND"
2012,"17","Gujarat","Ahmedabad","13","10","CIVIL COURT, VIRAMGAM"
2012,"17","Gujarat","Ahmedabad","13","11","CIVIL COURT, BAVLA"
2012,"17","Gujarat","Ahmedabad","13","12","MANDAL_TALUKA"
2012,"17","Gujarat","Ahmedabad","13","17","ahmedabad_industrial Court"
2012,"17","Gujarat","Ahmedabad","13","18","ADDL DISTRICT COURT, VIRAMGAM"
2012,"17","Gujarat","Ahmedabad","13","19","ahmedabad_labour Court"
2012,"17","Gujarat","Ahmedabad","13","21","CITY CIVIL AND SESSIONS COURT,AHMEDABAD"
2012,"17","Gujarat","Ahmedabad","13","22","ahmedabad_metro Court"
2012,"17","Gujarat","Ahmedabad","13","23","detroj_taluka"
2012,"17","Gujarat","SURAT","14","01","District Court, Surat"
2012,"17","Gujarat","SURAT","14","02","Civil Court, Surat"
2012,"17","Gujarat","SURAT","14","03","olpad_taluka Court"
2012,"17","Gujarat","SURAT","14","05","mangrol_247_taluka Court"
2012,"17","Gujarat","SURAT","14","06","mandvi_248_taluka Court"
2012,"17","Gujarat","SURAT","14","07","bardoli_taluka Court"
2012,"17","Gujarat","SURAT","14","08","mahuva_255_taluka Court"
2012,"17","Gujarat","SURAT","14","09","palsana_taluka Court"
2012,"17","Gujarat","SURAT","14","10","umarpada_taluka Court"
2012,"17","Gujarat","SURAT","14","12","kathor_taluka Court"
2012,"17","Gujarat","SURAT","14","13","surat_industrial Court"
2012,"17","Gujarat","SURAT","14","14","surat_labour Court"
2012,"17","Gujarat","SURAT","14","15","Small Cause Court, Surat"
2012,"17","Gujarat","SURAT","14","16","Surat_Railway Court"
2012,"17","Gujarat","SURAT","14","17","Surat Municipal Court"
2012,"17","Gujarat","SURAT","14","18","surat_family Court"
2012,"17","Gujarat","SURAT","14","19","bardoli_addldj Court"
2012,"17","Gujarat","Mahesana","15","01","DISTRICT COURT, MEHSANA"
2012,"17","Gujarat","Mahesana","15","02","CIVIL COURT, MAHESANA"
2012,"17","Gujarat","Mahesana","15","03","kadi_taluka Court"
2012,"17","Gujarat","Mahesana","15","05","kheralu_taluka Court"
2012,"17","Gujarat","Mahesana","15","06","visnagar_taluka Court"
2012,"17","Gujarat","Mahesana","15","07","vijapur_taluka Court"
2012,"17","Gujarat","Mahesana","15","08","becharaji_taluka Court"
2012,"17","Gujarat","Mahesana","15","09","vadnagar_taluka Court"
2012,"17","Gujarat","Mahesana","15","11","satlasana_taluka Court"
2012,"17","Gujarat","Mahesana","15","12","unjha_taluka Court"
2012,"17","Gujarat","Mahesana","15","14","mahesana_labour Court"
2012,"17","Gujarat","Mahesana","15","15","visnagar_addldj Court"
2012,"17","Gujarat","RAJKOT","16","01","DISTRICT COURT - RAJKOT"
2012,"17","Gujarat","RAJKOT","16","02","Civil Court Rajkot"
2012,"17","Gujarat","RAJKOT","16","03","Taluka Court - Kotda Sangani"
2012,"17","Gujarat","RAJKOT","16","04","Taluka Court - Gondal"
2012,"17","Gujarat","RAJKOT","16","05","Jetpur Taluka Court"
2012,"17","Gujarat","RAJKOT","16","06","Taluka Court - Dhoraji"
2012,"17","Gujarat","RAJKOT","16","07","Taluka Court - Upleta"
2012,"17","Gujarat","RAJKOT","16","10","Taluka Court - Paddhari"
2012,"17","Gujarat","RAJKOT","16","14","Taluka Court - Jasdan"
2012,"17","Gujarat","RAJKOT","16","16","rajkot_industrial Court"
2012,"17","Gujarat","RAJKOT","16","18","rajkot_labour Court"
2012,"17","Gujarat","RAJKOT","16","19","Addl. District Court - Gondal"
2012,"17","Gujarat","RAJKOT","16","21","Jetpur Additional Dist. Court"
2012,"17","Gujarat","RAJKOT","16","22","Addl. District Court - Dhoraji"
2012,"17","Gujarat","RAJKOT","16","24","rajkot_family"
2012,"17","Gujarat","RAJKOT","16","25","Small Cause Court - Rajkot"
2012,"17","Gujarat","Amreli","17","01","DISTRICT AND SESSIONS COURT AMRELI"
2012,"17","Gujarat","Amreli","17","02","CIVIL AND CHIEF COURT AMRELI"
2012,"17","Gujarat","Amreli","17","03","PRINCIPAL SENIOR CIVIL COURT DHARI"
2012,"17","Gujarat","Amreli","17","04","PRINCIPAL CIVIL COURT KHAMBHA"
2012,"17","Gujarat","Amreli","17","05","PRINCIPAL SENIOR CIVIL COURT RAJULA"
2012,"17","Gujarat","Amreli","17","06","PRINCIPAL CIVIL COURT JAFRABAD"
2012,"17","Gujarat","Amreli","17","07","PRINCIPAL CIVIL COURT VADIA"
2012,"17","Gujarat","Amreli","17","08","PRINCIPAL CIVIL COURT BABRA"
2012,"17","Gujarat","Amreli","17","09","PRINCIPAL CIVIL COURT LATHI"
2012,"17","Gujarat","Amreli","17","10","PRINCIPAL CIVIL COURT LILIA"
2012,"17","Gujarat","Amreli","17","11","PRINCIPAL CIVIL COURT BAGASARA"
2012,"17","Gujarat","Amreli","17","12","PRINCIPAL SENIOR CIVIL COURT SAVARKUNDLA"
2012,"17","Gujarat","Amreli","17","13","amreli_labour Court"
2012,"17","Gujarat","Amreli","17","14","ADDI DISTRICT COURT RAJULA"
2012,"17","Gujarat","Amreli","17","15","FAMILY COURT - AMRELI"
2012,"17","Gujarat","Anand","18","01","DISTRICT COURT, ANAND"
2012,"17","Gujarat","Anand","18","02","CIVIL COURT, ANAND"
2012,"17","Gujarat","Anand","18","03","petlad_taluka Court"
2012,"17","Gujarat","Anand","18","04","Borsad Taluka Court"
2012,"17","Gujarat","Anand","18","05","Khambhat Taluka"
2012,"17","Gujarat","Anand","18","06","sojitra_taluka Court"
2012,"17","Gujarat","Anand","18","08","Umreth_Taluka Court"
2012,"17","Gujarat","Anand","18","09","anklav_taluka Court"
2012,"17","Gujarat","Anand","18","10","anand_labour Court"
2012,"17","Gujarat","Anand","18","11","anand_family Court"
2012,"17","Gujarat","Anand","18","12","PETLAD DISTRICT COURT"
2012,"17","Gujarat","Banaskanth at Palanpur","19","01","DISTRICT AND SESSION COURT PALANPUR"
2012,"17","Gujarat","Banaskanth at Palanpur","19","02","CIVIL COURT PALANPUR"
2012,"17","Gujarat","Banaskanth at Palanpur","19","03","CIVIL COURT VADGAM"
2012,"17","Gujarat","Banaskanth at Palanpur","19","04","CIVIL COURT DEESA"
2012,"17","Gujarat","Banaskanth at Palanpur","19","06","CIVIL COURT DEODAR"
2012,"17","Gujarat","Banaskanth at Palanpur","19","07","CIVIL COURT WAV"
2012,"17","Gujarat","Banaskanth at Palanpur","19","08","CIVIL COURT THARAD"
2012,"17","Gujarat","Banaskanth at Palanpur","19","09","CIVIL COURT DHANERA"
2012,"17","Gujarat","Banaskanth at Palanpur","19","10","CIVIL COURT DANTA"
2012,"17","Gujarat","Banaskanth at Palanpur","19","12","CIVIL COURT AMIRGADH"
2012,"17","Gujarat","Banaskanth at Palanpur","19","13","Civil Court DANTIWADA"
2012,"17","Gujarat","Banaskanth at Palanpur","19","14","CIVIL COURT BHABHAR"
2012,"17","Gujarat","Banaskanth at Palanpur","19","16","CIVIL COURT SHIHORI"
2012,"17","Gujarat","Banaskanth at Palanpur","19","17","palanpur_labour Court"
2012,"17","Gujarat","Banaskanth at Palanpur","19","18","ADDITIONAL DISTRICT COURT DEESA"
2012,"17","Gujarat","Banaskanth at Palanpur","19","21","lakhni taluka"
2012,"17","Gujarat","Bharuch","20","01","DISTRICT COURT, BHARUCH"
2012,"17","Gujarat","Bharuch","20","02","CIVIL COURT, BHARUCH"
2012,"17","Gujarat","Bharuch","20","03","Civil Court, Ankleshwar"
2012,"17","Gujarat","Bharuch","20","04","TALUKA COURT, HANSOT"
2012,"17","Gujarat","Bharuch","20","05","Taluka Court, Wagra"
2012,"17","Gujarat","Bharuch","20","06","Taluka Court, Jambusar"
2012,"17","Gujarat","Bharuch","20","07","Taluka Court, Amod"
2012,"17","Gujarat","Bharuch","20","08","TALUKA COURT, JHAGADIA"
2012,"17","Gujarat","Bharuch","20","09","Taluka Court, Valia"
2012,"17","Gujarat","Bharuch","20","10","bharuch_labour Court"
2012,"17","Gujarat","Bharuch","20","11","Additional District Court, Ankleshwar"
2012,"17","Gujarat","Bharuch","20","13","Civil Court Netrang"
2012,"17","Gujarat","Bhavnagar","21","01","bhavnagar_district Court"
2012,"17","Gujarat","Bhavnagar","21","02","bhavnagar_civil Court"
2012,"17","Gujarat","Bhavnagar","21","03","ghogha_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","04","talaja_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","05","mahuva_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","06","gariyadhar_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","07","palitana_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","08","sihor_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","09","umrala_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","12","vallabhipur_taluka Court"
2012,"17","Gujarat","Bhavnagar","21","14","bhavnagar_industrial Court"
2012,"17","Gujarat","Bhavnagar","21","16","bhavnagar_labour Court"
2012,"17","Gujarat","Bhavnagar","21","18","bhavnagar_railway Court"
2012,"17","Gujarat","Bhavnagar","21","19","bhavnagar_alang Court"
2012,"17","Gujarat","Bhavnagar","21","20","bhavnagar_family Court"
2012,"17","Gujarat","Dahod","22","01","dahod_district"
2012,"17","Gujarat","Dahod","22","02","dahod_civil Court"
2012,"17","Gujarat","Dahod","22","03","devgadhbaria_taluka Court"
2012,"17","Gujarat","Dahod","22","04","limkheda_taluka Court"
2012,"17","Gujarat","Dahod","22","05","jhalod_taluka Court"
2012,"17","Gujarat","Dahod","22","06","dhanpur_taluka court"
2012,"17","Gujarat","Dahod","22","07","fatepura_taluka Court"
2012,"17","Gujarat","Dahod","22","08","garbada_taluka Court"
2012,"17","Gujarat","Dahod","22","09","dahod_labour Court"
2012,"17","Gujarat","Dahod","22","12","llimkheda_addldj"
2012,"17","Gujarat","Jamnagar","23","01","DISTRICT AND SESSIONS COURT, JAMNAGAR"
2012,"17","Gujarat","Jamnagar","23","02","CIVIL COURT JAMNAGAR"
2012,"17","Gujarat","Jamnagar","23","03","PRINCIPAL SENIOR CIVIL COURT LALPUR"
2012,"17","Gujarat","Jamnagar","23","04","PRINCIPAL CIVIL COURT JAMJODHPUR"
2012,"17","Gujarat","Jamnagar","23","09","PRINCIPAL CIVIL COURT JODIYA"
2012,"17","Gujarat","Jamnagar","23","10","PRINCIPAL CIVIL COURT DHROL"
2012,"17","Gujarat","Jamnagar","23","11","PRINCIPAL CIVIL JUDGE KALAVAD"
2012,"17","Gujarat","Jamnagar","23","13","LABOUR COURT, JAMNAGAR"
2012,"17","Gujarat","Jamnagar","23","15","Industrial Court, Jamnagar"
2012,"17","Gujarat","Jamnagar","23","16","jamnagar_family"
2012,"17","Gujarat","Junagadh","24","01","DISTRICT COURT, JUNAGADH"
2012,"17","Gujarat","Junagadh","24","02","CIVIL COURT, JUNAGADH"
2012,"17","Gujarat","Junagadh","24","03","mendarda_taluka Court"
2012,"17","Gujarat","Junagadh","24","06","malia_taluka Court"
2012,"17","Gujarat","Junagadh","24","07","mangrol_taluka Court"
2012,"17","Gujarat","Junagadh","24","08","keshod_taluka Court"
2012,"17","Gujarat","Junagadh","24","09","manavadar_taluka Court"
2012,"17","Gujarat","Junagadh","24","10","vanthali_taluka Court"
2012,"17","Gujarat","Junagadh","24","11","bhesan_taluka Court"
2012,"17","Gujarat","Junagadh","24","12","visavadar_taluka Court"
2012,"17","Gujarat","Junagadh","24","16","junagadh_labour Court"
2012,"17","Gujarat","Junagadh","24","17","junagadh_family Court"
2012,"17","Gujarat","Junagadh","24","18","visavadar_addldj Court"
2012,"17","Gujarat","Junagadh","24","19","Additional District Court Keshod"
2012,"17","Gujarat","Junagadh","24","20","vanthali_addldj Court"
2012,"17","Gujarat","Kheda at Nadiad","25","01","DISTRICT COURT, NADIAD"
2012,"17","Gujarat","Kheda at Nadiad","25","02","CIVIL COURT, NADIAD"
2012,"17","Gujarat","Kheda at Nadiad","25","03","CIVIL COURT, MAHEMDABAD"
2012,"17","Gujarat","Kheda at Nadiad","25","04","TALUKA COURT MATAR"
2012,"17","Gujarat","Kheda at Nadiad","25","05","TALUKA COURT KAPADVANJ"
2012,"17","Gujarat","Kheda at Nadiad","25","07","TALUKA COURT, THASRA"
2012,"17","Gujarat","Kheda at Nadiad","25","08","TALUKA COURT KATHLAL"
2012,"17","Gujarat","Kheda at Nadiad","25","09","TALUKA COURT, MAHUDHA"
2012,"17","Gujarat","Kheda at Nadiad","25","11","TALUKA COURT, KHEDA"
2012,"17","Gujarat","Kheda at Nadiad","25","12","TALUKA COURT, DAKOR"
2012,"17","Gujarat","Kheda at Nadiad","25","13","Industrial Court Nadiad"
2012,"17","Gujarat","Kheda at Nadiad","25","14","LABOUR COURT, NADIAD"
2012,"17","Gujarat","Kheda at Nadiad","25","16","TALUKA COURT, SEVALIYA"
2012,"17","Gujarat","Kheda at Nadiad","25","17","TALUKA COURT VASO"
2012,"17","Gujarat","kachchh at Bhuj","26","01","District and Sessions Court Bhuj"
2012,"17","Gujarat","kachchh at Bhuj","26","02","Civil Court Bhuj"
2012,"17","Gujarat","kachchh at Bhuj","26","03","Mundra Taluka Court"
2012,"17","Gujarat","kachchh at Bhuj","26","04","Principal Civil Court Mandvi"
2012,"17","Gujarat","kachchh at Bhuj","26","06","PRINCIPAL CIVIL JUDGE"
2012,"17","Gujarat","kachchh at Bhuj","26","07","nakhatrana_taluka Court"
2012,"17","Gujarat","kachchh at Bhuj","26","08","Principal Civil Court"
2012,"17","Gujarat","kachchh at Bhuj","26","09","Principal Sr. Civil Court Bhachau"
2012,"17","Gujarat","kachchh at Bhuj","26","10","Principal Sr. Civil Court Anjar"
2012,"17","Gujarat","kachchh at Bhuj","26","11","Gandhidham Taluka Court"
2012,"17","Gujarat","kachchh at Bhuj","26","12","PRINCIPAL CIVIL JUDGE COURT"
2012,"17","Gujarat","kachchh at Bhuj","26","13","khavda_taluka Court"
2012,"17","Gujarat","kachchh at Bhuj","26","14","bhuj_labour Court"
2012,"17","Gujarat","kachchh at Bhuj","26","15","gandhidham_adj Court"
2012,"17","Gujarat","kachchh at Bhuj","26","16","anjar_adj Court"
2012,"17","Gujarat","kachchh at Bhuj","26","17","Family Court Bhuj"
2012,"17","Gujarat","Panchmahal at Godhra","27","01","District Court, Godhra"
2012,"17","Gujarat","Panchmahal at Godhra","27","02","Civil Court, Godhra"
2012,"17","Gujarat","Panchmahal at Godhra","27","03","kalol_219_taluka Court"
